FORMULA,PROPERTY: BCC/FCC/other,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Al1 Nb1 Ti1 V1 Zr0.5,other,13.0,41.0,28.0,26.444444444444443,9.481481481481481,13.0,43.0,73.0,30.0,51.333333333333336,9.629629629629632,43.0,26.9815386,92.90638,65.92484139999999,58.735204133333326,22.40692168888889,26.9815386,933.47,2750.0,1816.53,1971.4377777777781,474.8469135802468,933.47,4.0,13.0,9.0,6.444444444444445,2.9135802469135803,4.0,3.0,5.0,2.0,4.111111111111111,0.5925925925925924,3.0,121.0,175.0,54.0,152.33333333333334,13.92592592592592,121.0,1.33,1.63,0.2999999999999998,1.5655555555555556,0.06370370370370369,1.54,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,1.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,4.0,4.0,2.2222222222222223,1.1358024691358024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.222222222222222,0.691358024691358,3.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,5.0,5.0,1.1111111111111112,1.7283950617283947,0.0,0.0,8.0,8.0,5.555555555555555,2.4691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.888888888888889,0.8395061728395059,5.0,13.01,23.195,10.185,16.879444444444445,1.9814814814814814,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.0074074074e-06,7.789300411511112e-06,0.0,194.0,229.0,35.0,216.44444444444446,14.962962962962958,194.0
Al1 Nb1 Ti1 Zr1,other,13.0,41.0,28.0,29.0,11.5,13.0,43.0,73.0,30.0,51.75,10.625,43.0,26.9815386,92.90638,65.92484139999999,64.74472965,27.320460349999998,26.9815386,933.47,2750.0,1816.53,1938.1175,502.32374999999996,933.47,4.0,13.0,9.0,6.5,3.25,4.0,3.0,5.0,2.0,4.25,0.75,3.0,121.0,175.0,54.0,155.0,17.0,121.0,1.33,1.61,0.28,1.52,0.09500000000000003,1.33,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,0.5,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,5.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,1.0,5.0,16.48,23.195,6.715,18.636249999999997,2.279374999999998,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,210.5,16.5,194.0
Nb1 Ti1 V1 Zr1,other,22.0,41.0,19.0,31.5,9.0,22.0,43.0,47.0,4.0,45.0,1.5,43.0,47.867,92.90638,45.03938,70.73472,21.330470000000002,47.867,1941.0,2750.0,809.0,2250.5,249.75,1941.0,4.0,5.0,1.0,4.5,0.5,4.0,4.0,5.0,1.0,4.5,0.5,4.0,153.0,175.0,22.0,163.0,6.5,153.0,1.33,1.63,0.2999999999999998,1.525,0.09750000000000003,1.33,1.0,2.0,1.0,1.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.75,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.5,0.5,4.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.25,0.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0,7.5,0.5,7.0,13.01,23.195,10.185,17.76875,2.9187499999999997,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,211.5,17.5,194.0
Cr1 Nb1 Ti1 Zr1,other,22.0,41.0,19.0,31.75,8.75,22.0,43.0,49.0,6.0,45.75,2.25,43.0,47.867,92.90638,45.03938,70.99837,21.066820000000003,47.867,1941.0,2750.0,809.0,2249.75,250.125,1941.0,4.0,6.0,2.0,4.75,0.75,4.0,4.0,5.0,1.0,4.5,0.5,4.0,139.0,175.0,36.0,159.5,10.25,139.0,1.33,1.66,0.32999999999999985,1.5325,0.10125,1.33,1.0,2.0,1.0,1.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.25,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.75,0.75,4.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.75,1.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.25,0.75,6.0,11.19,23.195,12.005,17.31375,3.37375,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,211.5,17.5,194.0
Al1 Cr1 Fe1 Mo0.5 Ni1,other,13.0,42.0,29.0,24.88888888888889,5.679012345679012,13.0,49.0,73.0,24.0,58.44444444444444,7.604938271604938,49.0,26.9815386,95.96,68.97846139999999,53.665786355555554,12.60174849382716,26.9815386,933.47,2896.0,1962.53,1800.1044444444444,417.2172839506173,933.47,6.0,13.0,7.0,8.88888888888889,2.3209876543209877,6.0,3.0,5.0,2.0,3.888888888888889,0.39506172839506176,3.0,121.0,154.0,33.0,131.77777777777777,8.246913580246915,121.0,1.61,2.16,0.55,1.7977777777777777,0.14469135802469138,1.61,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,8.0,8.0,4.777777777777778,2.1234567901234573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.666666666666667,2.074074074074074,3.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,5.0,5.0,1.1111111111111112,1.7283950617283947,0.0,0.0,5.0,5.0,3.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.444444444444445,1.2839506172839505,2.0,10.32,16.48,6.16,12.57,2.4311111111111114,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.6013461111111111,0.6708074172839505,0.0,225.0,229.0,4.0,227.22222222222223,1.9753086419753079,225.0
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.25,other,13.0,42.0,29.0,24.736842105263158,5.54016620498615,13.0,43.0,73.0,30.0,57.63157894736842,7.889196675900275,49.0,26.9815386,95.96,68.97846139999999,53.36058707368421,12.25976097506925,26.9815386,933.47,2896.0,1962.53,1807.5200000000002,401.5031578947368,933.47,4.0,13.0,9.0,8.631578947368421,2.4155124653739612,6.0,3.0,5.0,2.0,3.8947368421052633,0.3767313019390581,3.0,121.0,160.0,39.0,133.26315789473685,9.595567867036014,121.0,1.54,2.16,0.6200000000000001,1.7842105263157895,0.1513573407202216,1.61,1.0,2.0,1.0,1.6842105263157894,0.4321329639889197,1.0,0.0,1.0,1.0,0.21052631578947367,0.33240997229916897,0.0,0.0,8.0,8.0,4.631578947368421,2.2271468144044317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.526315789473684,2.0831024930747923,3.0,0.0,1.0,1.0,0.3157894736842105,0.4321329639889197,0.0,0.0,5.0,5.0,1.0526315789473684,1.6620498614958448,0.0,0.0,8.0,8.0,3.263157894736842,1.9058171745152355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.631578947368421,1.373961218836565,2.0,10.32,16.69,6.370000000000001,12.786842105263158,2.5770637119113573,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5696975017543859,0.6596473669436751,0.0,194.0,229.0,35.0,225.47368421052633,3.7119113573407194,225.0
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.4,other,13.0,42.0,29.0,24.653061224489793,5.456059975010412,13.0,43.0,73.0,30.0,57.18367346938775,8.013327780091625,49.0,26.9815386,95.96,68.97846139999999,53.192416040816326,12.056065264473133,26.9815386,933.47,2896.0,1962.53,1811.6061224489797,392.7952519783424,933.47,4.0,13.0,9.0,8.489795918367347,2.4573094543940024,6.0,3.0,5.0,2.0,3.8979591836734695,0.36651395251978336,3.0,121.0,160.0,39.0,134.0816326530612,10.304039983340271,121.0,1.54,2.16,0.6200000000000001,1.7767346938775508,0.15435235318617244,1.61,1.0,2.0,1.0,1.6938775510204083,0.42482299042065796,1.0,0.0,1.0,1.0,0.2040816326530612,0.32486463973344437,0.0,0.0,8.0,8.0,4.551020408163265,2.2740524781341107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.448979591836735,2.0824656393169505,3.0,0.0,1.0,1.0,0.3061224489795918,0.42482299042065796,0.0,0.0,5.0,5.0,1.0204081632653061,1.624323198667222,0.0,0.0,8.0,8.0,3.408163265306122,1.965847563515202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.73469387755102,1.4160766347355267,2.0,10.32,16.69,6.370000000000001,12.906326530612246,2.64448146605581,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5522584721088435,0.653690022768291,0.0,194.0,229.0,35.0,224.51020408163262,4.9812578092461735,225.0
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.5,other,13.0,42.0,29.0,24.6,5.4,13.0,43.0,73.0,30.0,56.9,8.080000000000002,49.0,26.9815386,95.96,68.97846139999999,53.08590772,11.921452279999999,26.9815386,933.47,2896.0,1962.53,1814.1940000000002,388.0448,933.47,4.0,13.0,9.0,8.4,2.4800000000000004,6.0,3.0,5.0,2.0,3.9,0.36000000000000004,3.0,121.0,160.0,39.0,134.6,10.719999999999999,121.0,1.54,2.16,0.6200000000000001,1.7719999999999998,0.156,1.61,1.0,2.0,1.0,1.7,0.42000000000000004,1.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,8.0,8.0,4.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.4,2.0799999999999996,3.0,0.0,1.0,1.0,0.3,0.42000000000000004,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.8,1.44,2.0,10.32,16.69,6.370000000000001,12.982000000000003,2.6824000000000003,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5412137533333333,0.6494519973333335,0.0,194.0,229.0,35.0,223.9,5.979999999999995,225.0
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.6,other,13.0,42.0,29.0,24.54901960784314,5.3440984236831985,13.0,43.0,73.0,30.0,56.62745098039216,8.13533256439831,49.0,26.9815386,95.96,68.97846139999999,52.98357619607843,11.788023337178009,26.9815386,933.47,2896.0,1962.53,1816.6803921568628,383.36124567474053,933.47,4.0,13.0,9.0,8.313725490196079,2.4990388312187624,6.0,3.0,5.0,2.0,3.9019607843137254,0.3537101114955787,3.0,121.0,160.0,39.0,135.09803921568627,11.095732410611303,121.0,1.54,2.16,0.6200000000000001,1.7674509803921568,0.1574009996155325,1.61,1.0,2.0,1.0,1.7058823529411764,0.4152249134948097,1.0,0.0,1.0,1.0,0.19607843137254904,0.3152633602460592,0.0,0.0,8.0,8.0,4.450980392156863,2.3221837754709727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.352941176470589,2.0761245674740487,3.0,0.0,1.0,1.0,0.29411764705882354,0.4152249134948097,0.0,0.0,5.0,5.0,0.9803921568627452,1.5763168012302962,0.0,0.0,8.0,8.0,3.5882352941176476,2.029988465974625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.862745098039216,1.4609765474817378,2.0,10.32,16.69,6.370000000000001,13.054705882352943,2.715340253748559,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5306021607843138,0.6450404621299501,0.0,194.0,229.0,35.0,223.3137254901961,6.897347174163763,225.0
Al1 Cr1 Fe1 Mo0.5 Ni1 Ti0.75,other,13.0,42.0,29.0,24.476190476190474,5.26077097505669,13.0,43.0,73.0,30.0,56.23809523809524,8.199546485260772,49.0,26.9815386,95.96,68.97846139999999,52.8373883047619,11.59044923356009,26.9815386,933.47,2896.0,1962.53,1820.2323809523812,376.4674829931973,933.47,4.0,13.0,9.0,8.19047619047619,2.5215419501133787,6.0,3.0,5.0,2.0,3.9047619047619047,0.344671201814059,3.0,121.0,160.0,39.0,135.8095238095238,11.591836734693876,121.0,1.54,2.16,0.6200000000000001,1.7609523809523808,0.15909297052154195,1.61,1.0,2.0,1.0,1.7142857142857142,0.40816326530612246,1.0,0.0,1.0,1.0,0.19047619047619047,0.3083900226757369,0.0,0.0,8.0,8.0,4.380952380952381,2.3492063492063493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.285714285714286,2.0680272108843534,3.0,0.0,1.0,1.0,0.2857142857142857,0.40816326530612246,0.0,0.0,5.0,5.0,0.9523809523809523,1.5419501133786848,0.0,0.0,8.0,8.0,3.7142857142857144,2.068027210884354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.9523809523809526,1.4875283446712018,2.0,10.32,16.69,6.370000000000001,13.158571428571431,2.756462585034014,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.5154427428571429,0.6381607673469388,0.0,194.0,229.0,35.0,222.47619047619048,8.136054421768703,225.0
Al1 Cr1 Mo1 Nb1,other,13.0,42.0,29.0,30.0,11.5,13.0,47.0,73.0,26.0,54.75,9.125,47.0,26.9815386,95.96,68.97846139999999,66.96100465,27.47218535,26.9815386,933.47,2896.0,1962.53,2189.8675000000003,633.1324999999999,933.47,5.0,13.0,8.0,7.5,2.75,5.0,3.0,5.0,2.0,4.25,0.75,3.0,121.0,164.0,43.0,144.5,14.5,121.0,1.6,2.16,0.56,1.7574999999999998,0.20124999999999993,1.6,1.0,2.0,1.0,1.25,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,3.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.0,3.0,0.0,1.0,1.0,0.75,0.375,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.0,0.5,5.0,11.19,18.18,6.99,15.385,2.0975,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,228.0,1.5,225.0
Al1 Cr1 Mo1 Nb1,other,13.0,42.0,29.0,30.0,11.5,13.0,47.0,73.0,26.0,54.75,9.125,47.0,26.9815386,95.96,68.97846139999999,66.96100465,27.47218535,26.9815386,933.47,2896.0,1962.53,2189.8675000000003,633.1324999999999,933.47,5.0,13.0,8.0,7.5,2.75,5.0,3.0,5.0,2.0,4.25,0.75,3.0,121.0,164.0,43.0,144.5,14.5,121.0,1.6,2.16,0.56,1.7574999999999998,0.20124999999999993,1.6,1.0,2.0,1.0,1.25,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,3.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.0,3.0,0.0,1.0,1.0,0.75,0.375,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.0,0.5,5.0,11.19,18.18,6.99,15.385,2.0975,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,229.0,4.0,228.0,1.5,225.0
Al1 Hf1 Nb1 Ti1,other,13.0,72.0,59.0,37.0,19.5,13.0,43.0,73.0,30.0,52.0,10.5,43.0,26.9815386,178.49,151.50846140000002,86.56122965,49.13696035000001,26.9815386,933.47,2750.0,1816.53,2032.6175,595.3824999999999,933.47,4.0,13.0,9.0,6.5,3.25,4.0,3.0,6.0,3.0,4.5,1.0,3.0,121.0,175.0,54.0,155.0,17.0,121.0,1.3,1.61,0.31000000000000005,1.5125,0.10625000000000007,1.3,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,3.0,18.0,15.0,7.5,5.25,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,5.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,1.0,5.0,16.48,22.2,5.719999999999999,18.3875,1.9062499999999991,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,210.5,16.5,194.0
Al1 Hf1 Nb1 Ti1,other,13.0,72.0,59.0,37.0,19.5,13.0,43.0,73.0,30.0,52.0,10.5,43.0,26.9815386,178.49,151.50846140000002,86.56122965,49.13696035000001,26.9815386,933.47,2750.0,1816.53,2032.6175,595.3824999999999,933.47,4.0,13.0,9.0,6.5,3.25,4.0,3.0,6.0,3.0,4.5,1.0,3.0,121.0,175.0,54.0,155.0,17.0,121.0,1.3,1.61,0.31000000000000005,1.5125,0.10625000000000007,1.3,1.0,2.0,1.0,1.75,0.375,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,3.0,18.0,15.0,7.5,5.25,3.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,5.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,1.0,5.0,16.48,22.2,5.719999999999999,18.3875,1.9062499999999991,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,210.5,16.5,194.0
Al1 Hf1 Ta1 Ti1,other,13.0,73.0,60.0,45.0,27.5,13.0,43.0,73.0,30.0,52.25,10.375,43.0,26.9815386,180.94788,153.9663414,108.57160465,71.14733535,26.9815386,933.47,3290.0,2356.5299999999997,2167.6175000000003,730.3824999999999,933.47,4.0,13.0,9.0,6.5,3.25,4.0,3.0,6.0,3.0,4.75,1.25,3.0,121.0,175.0,54.0,156.5,17.75,121.0,1.3,1.61,0.31000000000000005,1.4875,0.09375,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,0.0,0.0,14.0,14.0,7.0,7.0,0.0,3.0,19.0,16.0,11.0,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,5.75,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,1.0,5.0,16.48,22.2,5.719999999999999,18.3725,1.9137499999999985,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,210.5,16.5,194.0
Al1 Hf1 Ta1 Ti1,other,13.0,73.0,60.0,45.0,27.5,13.0,43.0,73.0,30.0,52.25,10.375,43.0,26.9815386,180.94788,153.9663414,108.57160465,71.14733535,26.9815386,933.47,3290.0,2356.5299999999997,2167.6175000000003,730.3824999999999,933.47,4.0,13.0,9.0,6.5,3.25,4.0,3.0,6.0,3.0,4.75,1.25,3.0,121.0,175.0,54.0,156.5,17.75,121.0,1.3,1.61,0.31000000000000005,1.4875,0.09375,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,0.0,0.0,14.0,14.0,7.0,7.0,0.0,3.0,19.0,16.0,11.0,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,5.75,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,7.0,1.0,5.0,16.48,22.2,5.719999999999999,18.3725,1.9137499999999985,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,210.5,16.5,194.0
Al1 Mo1 Nb1 Ti1,other,13.0,42.0,29.0,29.5,12.0,13.0,43.0,73.0,30.0,53.25,9.875,43.0,26.9815386,95.96,68.97846139999999,65.92872965000001,28.504460349999995,26.9815386,933.47,2896.0,1962.53,2130.1175000000003,692.8824999999999,933.47,4.0,13.0,9.0,7.0,3.0,4.0,3.0,5.0,2.0,4.25,0.75,3.0,121.0,164.0,43.0,149.75,14.375,121.0,1.54,2.16,0.6200000000000001,1.7275000000000003,0.2162500000000001,1.54,1.0,2.0,1.0,1.5,0.5,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.5,1.0,3.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,4.75,2.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.5,1.0,5.0,15.69,18.18,2.49,16.76,0.7100000000000004,15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,219.25,12.625,194.0
Al1 Mo1 Nb1 Ti1,BCC,13.0,42.0,29.0,29.5,12.0,13.0,43.0,73.0,30.0,53.25,9.875,43.0,26.9815386,95.96,68.97846139999999,65.92872965000001,28.504460349999995,26.9815386,933.47,2896.0,1962.53,2130.1175000000003,692.8824999999999,933.47,4.0,13.0,9.0,7.0,3.0,4.0,3.0,5.0,2.0,4.25,0.75,3.0,121.0,164.0,43.0,149.75,14.375,121.0,1.54,2.16,0.6200000000000001,1.7275000000000003,0.2162500000000001,1.54,1.0,2.0,1.0,1.5,0.5,1.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,2.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.5,1.0,3.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,4.75,2.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.5,1.0,5.0,15.69,18.18,2.49,16.76,0.7100000000000004,15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,5.633333333325e-06,8.4499999999875e-06,0.0,194.0,229.0,35.0,219.25,12.625,194.0
