FORMULA,PROPERTY: BCC/FCC/other,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Co1 Cr1 Mn1 Ni1,FCC,24.0,28.0,4.0,26.0,1.5,24.0,49.0,61.0,12.0,55.0,4.5,49.0,51.9961,58.933195,6.937094999999999,56.140185,2.6731124999999984,51.9961,1519.0,2180.0,661.0,1798.75,190.625,1519.0,6.0,10.0,4.0,8.0,1.5,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,132.0,7.0,124.0,1.55,1.91,0.3599999999999999,1.75,0.14499999999999996,1.55,1.0,2.0,1.0,1.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.25,1.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.0,1.5,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.75,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,1.5,2.0,10.245,11.19,0.9450000000000003,10.560646551725,0.31467672413750014,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.5360440051724138,0.5358889448275863,0.0,194.0,229.0,35.0,216.25,11.125,194.0
Co1 Cr1 Ni1,FCC,24.0,28.0,4.0,26.333333333333332,1.555555555555556,24.0,49.0,61.0,12.0,56.0,4.666666666666667,49.0,51.9961,58.933195,6.937094999999999,56.54089833333333,3.029865555555555,51.9961,1728.0,2180.0,452.0,1892.0,192.0,1728.0,6.0,10.0,4.0,8.333333333333334,1.5555555555555554,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,129.66666666666666,6.222222222222219,124.0,1.66,1.91,0.25,1.8166666666666667,0.10444444444444441,1.66,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.666666666666667,1.111111111111111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.333333333333334,1.5555555555555554,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.3333333333333335,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6666666666666665,1.5555555555555554,2.0,10.245,11.19,0.9450000000000003,10.584999999999999,0.40333333333333304,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.7146219666666668,0.555899488888889,0.0,194.0,229.0,35.0,216.0,14.666666666666666,194.0
Co1 Fe1 Mn1 Ni1,FCC,25.0,28.0,3.0,26.5,1.0,25.0,52.0,61.0,9.0,56.5,3.0,52.0,54.938045,58.933195,3.9951499999999953,57.10241,1.7108874999999983,54.938045,1519.0,1811.0,292.0,1706.5,93.75,1519.0,7.0,10.0,3.0,8.5,1.0,7.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.25,5.25,124.0,1.55,1.91,0.3599999999999999,1.7925,0.12124999999999997,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.5,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.0,2.0,10.245,10.73,0.4850000000000012,10.445646551725,0.16314655172500014,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,1.0637097051724138,0.7658572948275862,0.000310120689655,194.0,229.0,35.0,216.25,11.125,194.0
Co1 Fe1 Ni1,FCC,26.0,28.0,2.0,27.0,0.6666666666666666,26.0,55.0,61.0,6.0,58.0,2.0,55.0,55.845,58.933195,3.088194999999999,57.82386499999999,1.319243333333335,55.845,1728.0,1811.0,83.0,1769.0,28.0,1728.0,8.0,10.0,2.0,9.0,0.6666666666666666,8.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,132.0,8.0,127.33333333333333,3.1111111111111094,124.0,1.83,1.91,0.07999999999999985,1.8733333333333333,0.028888888888888815,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,7.0,0.6666666666666666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2.0,9.0,0.6666666666666666,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.6666666666666666,2.0,10.245,10.73,0.4850000000000012,10.431666666666667,0.1988888888888892,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,2.1106628,1.5152681000000001,1.4181762333333332,0.5485210222222223,0.5953947,194.0,229.0,35.0,216.0,14.666666666666666,194.0
Co1 Mn1 Ni1,FCC,25.0,28.0,3.0,26.666666666666668,1.1111111111111107,25.0,52.0,61.0,9.0,57.0,3.3333333333333335,52.0,54.938045,58.933195,3.9951499999999953,57.521546666666666,1.7223344444444422,54.938045,1519.0,1768.0,249.0,1671.6666666666667,101.77777777777776,1519.0,7.0,10.0,3.0,8.666666666666666,1.1111111111111114,7.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,129.66666666666666,6.222222222222219,124.0,1.55,1.91,0.3599999999999999,1.78,0.15333333333333324,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.666666666666667,1.111111111111111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.666666666666666,1.1111111111111114,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.3333333333333335,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.3333333333333335,1.1111111111111112,2.0,10.245,10.4875862069,0.24258620690000043,10.350862068966666,0.09114942528888885,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,1.5484712,1.548161079310345,0.7147253402298851,0.5558305731800767,0.000310120689655,194.0,225.0,31.0,212.0,12.0,194.0
Fe1 Mn1 Ni1,FCC,25.0,28.0,3.0,26.333333333333332,1.1111111111111107,25.0,52.0,61.0,9.0,56.0,3.3333333333333335,52.0,54.938045,58.6934,3.7553549999999944,56.49214833333334,1.4675011111111118,54.938045,1519.0,1811.0,292.0,1686.0,111.33333333333333,1519.0,7.0,10.0,3.0,8.333333333333334,1.1111111111111114,7.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,131.66666666666666,5.111111111111114,124.0,1.55,1.91,0.3599999999999999,1.7633333333333334,0.14222222222222217,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.333333333333333,1.111111111111111,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,8.333333333333334,1.1111111111111114,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6666666666666665,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.6666666666666665,1.1111111111111112,2.0,10.32,10.73,0.41000000000000014,10.512528735633333,0.14498084291111132,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.1106628,2.110352679310345,0.902122540229885,0.80569350651341,0.000310120689655,217.0,229.0,12.0,223.66666666666666,4.444444444444447,217.0
Co1 Cr1 Fe1 Nb0.103 Ni1,other,24.0,41.0,17.0,26.62027784547892,1.5796030665161276,24.0,47.0,61.0,14.0,55.530343650987085,3.8700037523889033,49.0,51.9961,92.90638,40.91028,57.284195013404826,3.2792054724882527,51.9961,1728.0,2750.0,1022.0,1893.797221545211,182.49654625183163,1728.0,5.0,10.0,5.0,8.168413356080917,1.2981590484222116,6.0,4.0,5.0,1.0,4.025103582744334,0.048946785755464406,4.0,124.0,164.0,40.0,131.09724591762128,5.944183200215698,124.0,1.6,1.91,0.30999999999999983,1.8144772117962467,0.08606793303010482,1.66,1.0,2.0,1.0,1.73117231294175,0.39311872345832327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.437241043139166,1.0360798994499962,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.168413356080917,1.2981590484222116,6.0,0.0,1.0,1.0,0.26882768705825005,0.39311872345832327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.5627589568608338,1.0360798994499962,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.831586643919084,1.2981590484222116,2.0,10.245,18.18,7.9350000000000005,10.811001706068732,0.5547185562789139,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0369311966853523,0.7727378048400174,0.0,194.0,229.0,35.0,219.49475993175727,12.427375058131723,194.0
Co1 Cr1 Fe1 Nb0.155 Ni1,other,24.0,41.0,17.0,26.80024067388689,1.7330836812388768,24.0,47.0,61.0,14.0,55.42358604091457,3.9243455683132993,49.0,51.9961,92.90638,40.91028,57.730008158844775,3.667348408033468,51.9961,1728.0,2750.0,1022.0,1904.5126353790617,195.68611607084694,1728.0,5.0,10.0,5.0,8.128760529482552,1.3200861328687836,6.0,4.0,5.0,1.0,4.037304452466907,0.07182566058610312,4.0,124.0,164.0,40.0,131.50902527075817,6.266209646939227,124.0,1.6,1.91,0.30999999999999983,1.8117930204572807,0.08886687779935427,1.66,1.0,2.0,1.0,1.7220216606498198,0.4014127644045927,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.406738868832733,1.0524776232657218,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.128760529482552,1.3200861328687836,6.0,0.0,1.0,1.0,0.27797833935018057,0.4014127644045929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.5932611311672686,1.0524776232657216,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.8712394705174495,1.3200861328687836,2.0,10.245,18.18,7.9350000000000005,10.903225030084238,0.6809507052961298,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0239539590854394,0.775560087523043,0.0,194.0,229.0,35.0,219.61371841155238,12.329106335283903,194.0
Co1 Cr1 Fe1 Nb0.206 Ni1,other,24.0,41.0,17.0,26.97242035187827,1.8758158363083872,24.0,47.0,61.0,14.0,55.32144555397052,3.97389866479266,49.0,51.9961,92.90638,40.91028,58.1565404850214,4.0285216215134545,51.9961,1728.0,2750.0,1022.0,1914.7646219686164,207.93811978404614,1728.0,5.0,10.0,5.0,8.090822634331907,1.3401591684908163,6.0,4.0,5.0,1.0,4.048977650974798,0.09315768135957797,4.0,124.0,164.0,40.0,131.90299572039945,6.564903205325183,124.0,1.6,1.91,0.30999999999999983,1.8092249167855448,0.09145280534634634,1.66,1.0,2.0,1.0,1.713266761768902,0.4090345766492131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.377555872563006,1.0674694507246743,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.090822634331907,1.3401591684908163,6.0,0.0,1.0,1.0,0.2867332382310985,0.4090345766492133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6224441274369954,1.0674694507246743,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.9091773656680937,1.3401591684908163,2.0,10.245,18.18,7.9350000000000005,10.991459819305755,0.7985636984865724,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0115379695672848,0.7779638900929293,0.0,194.0,229.0,35.0,219.72753209700429,12.233729004757144,194.0
Co1 Cr1 Fe1 Nb0.309 Ni1,other,24.0,41.0,17.0,27.307728011139474,2.285070333450186,24.0,47.0,61.0,14.0,55.12253423067997,4.063556063420772,49.0,51.9961,92.90638,40.91028,58.98718181016477,4.864716751292219,51.9961,1728.0,2750.0,1022.0,1934.7296356463216,230.7676523272058,1728.0,5.0,10.0,5.0,8.016941285681133,1.3767080197900834,6.0,4.0,5.0,1.0,4.0717103736365745,0.13313599189895486,4.0,124.0,164.0,40.0,132.67022511023438,7.4312719102822795,124.0,1.6,1.91,0.30999999999999983,1.8042237177999536,0.09623060877240157,1.66,1.0,2.0,1.0,1.6962172197725691,0.42299760532944664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.320724065908563,1.094709616237119,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,8.016941285681133,1.3767080197900834,6.0,0.0,1.0,1.0,0.30378278022743094,0.42299760532944664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.6792759340914363,1.0947096162371193,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.9830587143188674,1.3767080197900834,2.0,10.245,18.18,7.9350000000000005,11.163290786725458,1.018738621571768,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9873587143188675,0.7818132148351193,0.0,194.0,229.0,35.0,219.9491761429566,12.044175513091956,194.0
Co1 Cr1 Fe1 Nb0.412 Ni1,other,24.0,41.0,17.0,27.627379873073437,2.666427751233141,24.0,47.0,61.0,14.0,54.932910244786946,4.171019612710411,49.0,51.9961,92.90638,40.91028,59.77903979147779,6.186973783277953,51.9961,1728.0,2750.0,1022.0,1953.7624660018132,251.2635530396372,1728.0,5.0,10.0,5.0,7.946509519492294,1.4326706443894461,6.0,4.0,5.0,1.0,4.093381686310064,0.16932309394390505,4.0,124.0,164.0,40.0,133.40163191296463,8.252445937848558,124.0,1.6,1.91,0.30999999999999983,1.7994560290117863,0.10046777559593911,1.66,1.0,2.0,1.0,1.6799637352674524,0.43522610797717265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.266545784224841,1.1182721811198175,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,7.946509519492294,1.4326706443894461,6.0,0.0,1.0,1.0,0.3200362647325476,0.43522610797717265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.733454215775159,1.1182721811198175,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0534904805077066,1.4326706443894464,2.0,10.245,18.18,7.9350000000000005,11.327098821396191,1.2798709363484895,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9643084088848595,0.784459284782539,0.0,194.0,229.0,35.0,220.1604714415231,11.858781251823727,194.0
Co1 Cr1 Fe1 Ni1,FCC,24.0,28.0,4.0,26.25,1.25,24.0,49.0,61.0,12.0,55.75,3.75,49.0,51.9961,58.933195,6.937094999999999,56.36692375,2.4463737499999993,51.9961,1728.0,2180.0,452.0,1871.75,154.125,1728.0,6.0,10.0,4.0,8.25,1.25,6.0,4.0,4.0,0.0,4.0,0.0,4.0,124.0,139.0,15.0,130.25,5.25,124.0,1.66,1.91,0.25,1.82,0.07999999999999996,1.66,1.0,2.0,1.0,1.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.5,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.25,1.25,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.75,1.25,2.0,10.245,11.19,0.9450000000000003,10.62125,0.3387500000000001,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.063632175,0.7659348250000001,0.0,194.0,229.0,35.0,219.25,12.625,194.0
Al0.25 Co1 Cr1 Fe1 Ni1,FCC,13.0,28.0,15.0,25.470588235294116,2.159169550173011,24.0,49.0,73.0,24.0,56.76470588235294,4.484429065743945,49.0,26.9815386,58.933195,31.951656399999997,54.63837168235294,4.497167036678199,51.9961,933.47,2180.0,1246.53,1816.5570588235296,171.03197231833917,1728.0,6.0,13.0,7.0,8.529411764705882,1.4394463667820068,6.0,3.0,4.0,1.0,3.9411764705882355,0.11072664359861573,4.0,121.0,139.0,18.0,129.7058823529412,5.453287197231835,124.0,1.61,1.91,0.2999999999999998,1.8076470588235294,0.09273356401384082,1.66,1.0,2.0,1.0,1.7647058823529411,0.35986159169550175,1.0,0.0,1.0,1.0,0.058823529411764705,0.11072664359861593,0.0,0.0,8.0,8.0,6.117647058823529,1.301038062283737,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.9411764705882355,1.4948096885813147,6.0,0.0,1.0,1.0,0.23529411764705882,0.35986159169550175,0.0,0.0,5.0,5.0,0.29411764705882354,0.5536332179930796,0.0,0.0,5.0,5.0,3.2941176470588234,1.134948096885813,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.823529411764706,1.245674740484429,2.0,10.245,16.48,6.235000000000001,10.965882352941176,0.7541868512110722,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0010655764705882,0.7797660456747405,0.0,194.0,229.0,35.0,219.58823529411765,12.041522491349479,194.0
Al0.25 Co1 Cr1 Fe1 Ni1,FCC,13.0,28.0,15.0,25.470588235294116,2.159169550173011,24.0,49.0,73.0,24.0,56.76470588235294,4.484429065743945,49.0,26.9815386,58.933195,31.951656399999997,54.63837168235294,4.497167036678199,51.9961,933.47,2180.0,1246.53,1816.5570588235296,171.03197231833917,1728.0,6.0,13.0,7.0,8.529411764705882,1.4394463667820068,6.0,3.0,4.0,1.0,3.9411764705882355,0.11072664359861573,4.0,121.0,139.0,18.0,129.7058823529412,5.453287197231835,124.0,1.61,1.91,0.2999999999999998,1.8076470588235294,0.09273356401384082,1.66,1.0,2.0,1.0,1.7647058823529411,0.35986159169550175,1.0,0.0,1.0,1.0,0.058823529411764705,0.11072664359861593,0.0,0.0,8.0,8.0,6.117647058823529,1.301038062283737,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.9411764705882355,1.4948096885813147,6.0,0.0,1.0,1.0,0.23529411764705882,0.35986159169550175,0.0,0.0,5.0,5.0,0.29411764705882354,0.5536332179930796,0.0,0.0,5.0,5.0,3.2941176470588234,1.134948096885813,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.823529411764706,1.245674740484429,2.0,10.245,16.48,6.235000000000001,10.965882352941176,0.7541868512110722,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.0010655764705882,0.7797660456747405,0.0,194.0,229.0,35.0,219.58823529411765,12.041522491349479,194.0
Al0.375 Co1 Cr1 Fe1 Ni1,FCC,13.0,28.0,15.0,25.114285714285714,2.586122448979592,24.0,49.0,73.0,24.0,57.22857142857143,4.780408163265307,49.0,26.9815386,58.933195,31.951656399999997,53.84817645142857,5.452372866612244,51.9961,933.47,2180.0,1246.53,1791.326,186.67337142857144,1728.0,6.0,13.0,7.0,8.657142857142857,1.5151020408163267,6.0,3.0,4.0,1.0,3.914285714285714,0.15673469387755112,4.0,121.0,139.0,18.0,129.45714285714286,5.524897959183673,124.0,1.61,1.91,0.2999999999999998,1.802,0.09782857142857139,1.66,1.0,2.0,1.0,1.7714285714285714,0.35265306122448986,1.0,0.0,1.0,1.0,0.08571428571428572,0.15673469387755104,0.0,0.0,8.0,8.0,5.942857142857143,1.4497959183673468,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.8,1.6457142857142857,6.0,0.0,1.0,1.0,0.22857142857142856,0.35265306122448986,0.0,0.0,5.0,5.0,0.42857142857142855,0.783673469387755,0.0,0.0,5.0,5.0,3.2,1.1885714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.857142857142857,1.2408163265306122,2.0,10.245,16.48,6.235000000000001,11.12342857142857,0.9487020408163263,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9724637028571428,0.783637300244898,0.0,194.0,229.0,35.0,219.74285714285713,11.768163265306129,194.0
Al0.375 Co1 Cr1 Fe1 Ni1,FCC,13.0,28.0,15.0,25.114285714285714,2.586122448979592,24.0,49.0,73.0,24.0,57.22857142857143,4.780408163265307,49.0,26.9815386,58.933195,31.951656399999997,53.84817645142857,5.452372866612244,51.9961,933.47,2180.0,1246.53,1791.326,186.67337142857144,1728.0,6.0,13.0,7.0,8.657142857142857,1.5151020408163267,6.0,3.0,4.0,1.0,3.914285714285714,0.15673469387755112,4.0,121.0,139.0,18.0,129.45714285714286,5.524897959183673,124.0,1.61,1.91,0.2999999999999998,1.802,0.09782857142857139,1.66,1.0,2.0,1.0,1.7714285714285714,0.35265306122448986,1.0,0.0,1.0,1.0,0.08571428571428572,0.15673469387755104,0.0,0.0,8.0,8.0,5.942857142857143,1.4497959183673468,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.8,1.6457142857142857,6.0,0.0,1.0,1.0,0.22857142857142856,0.35265306122448986,0.0,0.0,5.0,5.0,0.42857142857142855,0.783673469387755,0.0,0.0,5.0,5.0,3.2,1.1885714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.857142857142857,1.2408163265306122,2.0,10.245,16.48,6.235000000000001,11.12342857142857,0.9487020408163263,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9724637028571428,0.783637300244898,0.0,194.0,229.0,35.0,219.74285714285713,11.768163265306129,194.0
Al0.5 Co1 Cr1 Fe1 Ni1,other,13.0,28.0,15.0,24.77777777777778,2.962962962962963,24.0,49.0,73.0,24.0,57.666666666666664,5.037037037037037,49.0,26.9815386,58.933195,31.951656399999997,53.10188095555556,6.295978725925924,51.9961,933.47,2180.0,1246.53,1767.496666666667,202.89333333333326,1728.0,6.0,13.0,7.0,8.777777777777779,1.5802469135802468,6.0,3.0,4.0,1.0,3.888888888888889,0.1975308641975309,4.0,121.0,139.0,18.0,129.22222222222223,5.580246913580248,124.0,1.61,1.91,0.2999999999999998,1.7966666666666664,0.10222222222222228,1.66,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,1.0,0.0,1.0,1.0,0.1111111111111111,0.1975308641975309,0.0,0.0,8.0,8.0,5.777777777777778,1.6296296296296295,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,7.666666666666667,1.7777777777777777,6.0,0.0,1.0,1.0,0.2222222222222222,0.34567901234567905,0.0,0.0,5.0,5.0,0.5555555555555556,0.9876543209876542,0.0,0.0,5.0,5.0,3.111111111111111,1.2345679012345678,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.888888888888889,1.2345679012345678,2.0,10.245,16.48,6.235000000000001,11.272222222222222,1.157283950617284,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.9454508222222222,0.7858810469135802,0.0,194.0,229.0,35.0,219.88888888888889,11.506172839506174,194.0
